0	2025-11-28 18:51:46.003257		PnP Event: Connect	DOWN	0x0	5c 00 3f 00 3f 00 5c 00 55 00 53 00 42 00 23 00 56 00 49 00 44 00 5f 00 30 00 36 00 37 00 42 00 26 00 50 00 49 00 44 00 5f 00 32 00 33 00 30 00 33 00 23 00 36 00 26 00 32 00 64 00 61 00 30 00 65 00 61 00 63 00 35 00 26 00 30 00 26 00 34 00 23 00 7b 00 30 00 31 00 30 00 30 00 66 00 64 00 64 00 37 00 2d 00 62 00 65 00 35 00 61 00 2d 00 34 00 38 00 30 00 38 00 2d 00 39 00 31 00 66 00 35 00 2d 00 30 00 35 00 30 00 30 00 32 00 62 00 63 00 36 00 30 00 66 00 37 00 32 00 7d 00 	\.?.?.\.U.S.B.#.V.I.D._.0.6.7.B.&.P.I.D._.2.3.0.3.#.6.&.2.d.a.0.e.a.c.5.&.0.&.4.#.{.0.1.0.0.f.d.d.7.-.b.e.5.a.-.4.8.0.8.-.9.1.f.5.-.0.5.0.0.2.b.c.6.0.f.7.2.}.
3629	2025-11-28 18:51:54.175385	0.000007	IRP_MJ_READ	UP	0x0	ab cd 4c 00 ea 6d 5c e6 2e e1 06 40 61 35 d5 40 ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 	..L..m\....@a5.@........n....*.........n....*.........n....
3630	2025-11-28 18:51:54.181935	0.006550	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3632	2025-11-28 18:51:54.182069	0.000011	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3634	2025-11-28 18:51:54.182134	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3636	2025-11-28 18:51:54.182170	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3639	2025-11-28 18:51:54.191613	0.000019	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3641	2025-11-28 18:51:54.191634	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3643	2025-11-28 18:51:54.191680	0.000012	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	*.........n....*.....
3644	2025-11-28 18:51:54.191889	0.000210	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 11 06 40 61 35 d5 40 53 64 b3 da f9 22 dc ba 	.....m.....@a5.@Sd..."..
3647	2025-11-28 18:51:54.207295	0.000012	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
3648	2025-11-28 18:51:54.222615	0.015320	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3650	2025-11-28 18:51:54.222744	0.000011	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3652	2025-11-28 18:51:54.222811	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3654	2025-11-28 18:51:54.222845	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3657	2025-11-28 18:51:54.223182	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3659	2025-11-28 18:51:54.223199	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3661	2025-11-28 18:51:54.223230	0.000009	IRP_MJ_READ	UP	0x0	ab cd 4c 00 ea 6d 5c e6 2e 11 06 40 61 35 d5 40 ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 	..L..m\....@a5.@........n....*.........n....*.........n....
3662	2025-11-28 18:51:54.230816	0.007586	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3664	2025-11-28 18:51:54.230936	0.000010	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3666	2025-11-28 18:51:54.230985	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3668	2025-11-28 18:51:54.231012	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3671	2025-11-28 18:51:54.238763	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3673	2025-11-28 18:51:54.238779	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3675	2025-11-28 18:51:54.238812	0.000010	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	*.........n....*.....
3676	2025-11-28 18:51:54.239015	0.000203	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 01 06 40 61 35 d5 40 53 64 b3 da c4 77 dc ba 	.....m.....@a5.@Sd...w..
3679	2025-11-28 18:51:54.255097	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
3681	2025-11-28 18:51:54.270798	0.000018	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
3682	2025-11-28 18:51:54.271411	0.000614	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3684	2025-11-28 18:51:54.271463	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3686	2025-11-28 18:51:54.271499	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3688	2025-11-28 18:51:54.271511	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3690	2025-11-28 18:51:54.280194	0.008676	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3692	2025-11-28 18:51:54.280347	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00 	........T...........
3694	2025-11-28 18:51:54.280428	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3696	2025-11-28 18:51:54.280456	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00 	........T...........
3699	2025-11-28 18:51:54.286467	0.000031	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00 	........T...........
3701	2025-11-28 18:51:54.286488	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 54 00 00 00 00 00 00 00 00 00 00 00 	........T...........
3703	2025-11-28 18:51:54.286541	0.000006	IRP_MJ_READ	UP	0x0	ab cd 4c 00 ea 6d 5c e6 2e 01 06 40 61 35 d5 40 ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	..L..m\....@a5.@........n....*.........n....*.........n....*.........n....*.....
3704	2025-11-28 18:51:54.286776	0.000235	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 31 06 40 61 35 d5 40 53 64 b3 da 83 88 dc ba 	.....m...1.@a5.@Sd......
3707	2025-11-28 18:51:54.302362	0.000017	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
3708	2025-11-28 18:51:54.311154	0.008792	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3710	2025-11-28 18:51:54.311333	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3712	2025-11-28 18:51:54.311404	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3714	2025-11-28 18:51:54.311434	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3717	2025-11-28 18:51:54.318662	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3719	2025-11-28 18:51:54.318686	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3721	2025-11-28 18:51:54.318734	0.000013	IRP_MJ_READ	UP	0x0	ab cd 4c 00 ea 6d 5c e6 2e 31 06 40 61 35 d5 40 ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 	..L..m\..1.@a5.@........n....*.........n....*.........n....
3722	2025-11-28 18:51:54.319147	0.000413	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3724	2025-11-28 18:51:54.319196	0.000004	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3726	2025-11-28 18:51:54.319222	0.000006	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3728	2025-11-28 18:51:54.319233	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3731	2025-11-28 18:51:54.334286	0.000019	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3733	2025-11-28 18:51:54.334301	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3735	2025-11-28 18:51:54.334406	0.000075	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	*.........n....*.....
3736	2025-11-28 18:51:54.334560	0.000154	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 21 06 40 61 35 d5 40 53 64 b3 da be dd dc ba 	.....m...!.@a5.@Sd......
3739	2025-11-28 18:51:54.350873	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
3740	2025-11-28 18:51:54.359851	0.008978	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3742	2025-11-28 18:51:54.359970	0.000009	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3744	2025-11-28 18:51:54.360041	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3746	2025-11-28 18:51:54.360070	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3749	2025-11-28 18:51:54.366568	0.000010	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3751	2025-11-28 18:51:54.366594	0.000003	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3753	2025-11-28 18:51:54.366622	0.000006	IRP_MJ_READ	UP	0x0	ab cd 4c 00 ea 6d 5c e6 2e 21 06 40 61 35 d5 40 ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 	..L..m\..!.@a5.@........n....*.........n....*.........n....
3754	2025-11-28 18:51:54.368384	0.001763	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3756	2025-11-28 18:51:54.368496	0.000009	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3758	2025-11-28 18:51:54.368549	0.000011	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3760	2025-11-28 18:51:54.368579	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3763	2025-11-28 18:51:54.382942	0.000022	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3765	2025-11-28 18:51:54.382968	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3767	2025-11-28 18:51:54.383019	0.000013	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	*.........n....*.....
3768	2025-11-28 18:51:54.383288	0.000269	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 51 06 40 61 35 d5 40 53 64 b3 da 2c 66 dc ba 	.....m...Q.@a5.@Sd..,f..
3771	2025-11-28 18:51:54.398877	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
3772	2025-11-28 18:51:54.409326	0.010449	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3774	2025-11-28 18:51:54.409501	0.000018	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3776	2025-11-28 18:51:54.409580	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3778	2025-11-28 18:51:54.409612	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3781	2025-11-28 18:51:54.414838	0.000041	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3783	2025-11-28 18:51:54.414861	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3785	2025-11-28 18:51:54.414907	0.000013	IRP_MJ_READ	UP	0x0	ab cd 4c 00 ea 6d 5c e6 2e 51 06 40 61 35 d5 40 ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 	..L..m\..Q.@a5.@........n....*.........n....*.........n....
3786	2025-11-28 18:51:54.417311	0.002404	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3788	2025-11-28 18:51:54.417378	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3790	2025-11-28 18:51:54.417418	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3792	2025-11-28 18:51:54.417433	0.000001	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3795	2025-11-28 18:51:54.430714	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3797	2025-11-28 18:51:54.430737	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3799	2025-11-28 18:51:54.430785	0.000014	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	*.........n....*.....
3800	2025-11-28 18:51:54.431002	0.000217	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 41 06 40 61 35 d5 40 53 64 b3 da 11 33 dc ba 	.....m...A.@a5.@Sd...3..
3803	2025-11-28 18:51:54.446703	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
3804	2025-11-28 18:51:54.458027	0.011324	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3806	2025-11-28 18:51:54.458157	0.000013	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3808	2025-11-28 18:51:54.458230	0.000014	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3810	2025-11-28 18:51:54.458261	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3813	2025-11-28 18:51:54.462974	0.000020	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3815	2025-11-28 18:51:54.462998	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3817	2025-11-28 18:51:54.463053	0.000013	IRP_MJ_READ	UP	0x0	ab cd 4c 00 ea 6d 5c e6 2e 41 06 40 61 35 d5 40 ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 	..L..m\..A.@a5.@........n....*.........n....*.........n....
3818	2025-11-28 18:51:54.466684	0.003631	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3820	2025-11-28 18:51:54.466860	0.000017	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3822	2025-11-28 18:51:54.466936	0.000016	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3824	2025-11-28 18:51:54.466972	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3827	2025-11-28 18:51:54.479177	0.000021	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3829	2025-11-28 18:51:54.479201	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 16 00 00 00 00 00 00 00 00 00 00 00 	....................
3831	2025-11-28 18:51:54.479249	0.000013	IRP_MJ_READ	UP	0x0	2a bf ec fc 16 7f e9 93 eb 19 d1 6e f2 bf de ca 2a bf ff ff dc ba 	*.........n....*.....
3832	2025-11-28 18:51:54.479466	0.000217	IRP_MJ_WRITE	DOWN	0x0	ab cd 10 00 ed 6d 18 e6 2e 71 06 40 61 35 d5 40 53 64 b3 da 56 cc dc ba 	.....m...q.@a5.@Sd..V...
3835	2025-11-28 18:51:54.495571	0.000022	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 	....................
3836	2025-11-28 18:51:54.507159	0.011588	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3838	2025-11-28 18:51:54.507273	0.000009	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3840	2025-11-28 18:51:54.507344	0.000015	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_WAIT_ON_MASK]]]	UP	0x0	01 00 00 00 	....
3842	2025-11-28 18:51:54.507374	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3845	2025-11-28 18:51:54.511310	0.000008	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
3847	2025-11-28 18:51:54.511327	0.000002	IRP_MJ_DEVICECONTROL: [[[bIOCTL_SERIAL_GET_COMMSTATUS]]]	UP	0x0	00 00 00 00 00 00 00 00 3e 00 00 00 00 00 00 00 00 00 00 00 	........>...........
